locatedInCR(afghanistan,asia) 0.294884 1
neighborOf(south_sudan,nauru) 0.140184 3
neighborOf(central_african_republic,nauru) 0.130815 4
neighborOf(iran,nauru) 0.129442 5
neighborOf(russia,nauru) 0.127047 6
neighborOf(china,nauru) 0.125596 7
neighborOf(kenya,nauru) 0.124349 8
neighborOf(tanzania,nauru) 0.116530 9
neighborOf(turkey,nauru) 0.115877 10
neighborOf(myanmar,nepal) 0.378969 3
neighborOf(laos,nepal) 0.252967 4
neighborOf(south_sudan,nepal) 0.218979 5
neighborOf(pakistan,nepal) 0.215689 6
neighborOf(central_african_republic,nepal) 0.212510 7
neighborOf(cambodia,nepal) 0.200834 8
neighborOf(afghanistan,nepal) 0.190468 9
neighborOf(mongolia,nepal) 0.186815 10
neighborOf(france,netherlands) 0.228868 3
neighborOf(italy,netherlands) 0.188558 4
neighborOf(argentina,netherlands) 0.186535 5
neighborOf(russia,netherlands) 0.178707 6
neighborOf(slovakia,netherlands) 0.178476 7
neighborOf(czechia,netherlands) 0.177854 8
neighborOf(austria,netherlands) 0.172796 9
neighborOf(paraguay,netherlands) 0.160795 10
neighborOf(south_sudan,new_caledonia) 0.143628 1
neighborOf(eritrea,new_caledonia) 0.142614 2
neighborOf(kenya,new_caledonia) 0.141527 3
neighborOf(ethiopia,new_caledonia) 0.133097 4
neighborOf(russia,new_caledonia) 0.127180 5
neighborOf(iran,new_caledonia) 0.124421 6
neighborOf(dr_congo,new_caledonia) 0.117884 7
neighborOf(germany,new_caledonia) 0.115802 8
neighborOf(cameroon,new_caledonia) 0.114496 9
neighborOf(belarus,new_caledonia) 0.110625 10
neighborOf(india,new_zealand) 0.166352 1
neighborOf(kazakhstan,new_zealand) 0.155253 2
neighborOf(mozambique,new_zealand) 0.143415 3
neighborOf(tanzania,new_zealand) 0.135198 4
neighborOf(afghanistan,new_zealand) 0.134096 5
neighborOf(nepal,new_zealand) 0.130525 6
neighborOf(ethiopia,new_zealand) 0.128840 7
neighborOf(mongolia,new_zealand) 0.128285 8
neighborOf(iran,new_zealand) 0.126701 9
neighborOf(poland,new_zealand) 0.126552 10
neighborOf(suriname,nicaragua) 0.168807 3
neighborOf(brazil,nicaragua) 0.139330 4
neighborOf(el_salvador,nicaragua) 0.134156 5
neighborOf(colombia,nicaragua) 0.130363 6
neighborOf(south_africa,nicaragua) 0.129846 7
neighborOf(uruguay,nicaragua) 0.125711 8
neighborOf(mozambique,nicaragua) 0.122845 9
neighborOf(niger,nicaragua) 0.120319 10
neighborOf(senegal,niger) 0.400536 8
neighborOf(mauritania,niger) 0.380738 9
neighborOf(ivory_coast,niger) 0.369062 10
neighborOf(mali,nigeria) 0.365114 5
neighborOf(burkina_faso,nigeria) 0.310143 6
neighborOf(central_african_republic,nigeria) 0.306036 7
neighborOf(senegal,nigeria) 0.301134 8
neighborOf(guinea,nigeria) 0.284351 9
neighborOf(algeria,nigeria) 0.284031 10
neighborOf(myanmar,niue) 0.122359 1
neighborOf(estonia,niue) 0.119030 2
neighborOf(senegal,niue) 0.117936 3
neighborOf(germany,niue) 0.114059 4
neighborOf(austria,niue) 0.113511 5
neighborOf(china,niue) 0.112822 6
neighborOf(poland,niue) 0.109919 7
neighborOf(kuwait,niue) 0.109547 8
neighborOf(india,niue) 0.105442 9
neighborOf(eritrea,niue) 0.104953 10
neighborOf(india,norfolk_island) 0.172470 1
neighborOf(china,norfolk_island) 0.157424 2
neighborOf(myanmar,norfolk_island) 0.152660 3
neighborOf(tanzania,norfolk_island) 0.138982 4
neighborOf(el_salvador,norfolk_island) 0.130643 5
neighborOf(pakistan,norfolk_island) 0.130051 6
neighborOf(panama,norfolk_island) 0.126312 7
neighborOf(colombia,norfolk_island) 0.125608 8
neighborOf(liberia,norfolk_island) 0.125526 9
neighborOf(republic_of_the_congo,norfolk_island) 0.122523 10
neighborOf(belarus,north_korea) 0.306619 4
neighborOf(poland,north_korea) 0.281234 5
neighborOf(georgia,north_korea) 0.264247 6
neighborOf(germany,north_korea) 0.257158 7
neighborOf(lebanon,north_korea) 0.252931 8
neighborOf(turkey,north_korea) 0.220762 9
neighborOf(france,north_korea) 0.219966 10
neighborOf(iran,northern_mariana_islands) 0.151986 1
neighborOf(austria,northern_mariana_islands) 0.150400 2
neighborOf(turkey,northern_mariana_islands) 0.149348 3
neighborOf(afghanistan,northern_mariana_islands) 0.139780 4
neighborOf(uzbekistan,northern_mariana_islands) 0.134856 5
neighborOf(china,northern_mariana_islands) 0.131636 6
neighborOf(kazakhstan,northern_mariana_islands) 0.125907 7
neighborOf(chad,northern_mariana_islands) 0.121896 8
neighborOf(georgia,northern_mariana_islands) 0.117172 9
neighborOf(poland,northern_mariana_islands) 0.115675 10
neighborOf(latvia,norway) 0.250430 4
neighborOf(lithuania,norway) 0.201521 5
neighborOf(belarus,norway) 0.197923 6
neighborOf(poland,norway) 0.171380 7
neighborOf(estonia,norway) 0.167491 8
neighborOf(china,norway) 0.166650 9
neighborOf(ukraine,norway) 0.165089 10
neighborOf(iraq,oman) 0.268540 4
neighborOf(syria,oman) 0.263196 5
neighborOf(kuwait,oman) 0.256778 6
neighborOf(turkey,oman) 0.252740 7
neighborOf(azerbaijan,oman) 0.247190 8
neighborOf(georgia,oman) 0.241420 9
neighborOf(palestine,oman) 0.232649 10
neighborOf(myanmar,pakistan) 0.396603 5
neighborOf(tajikistan,pakistan) 0.293929 6
neighborOf(uzbekistan,pakistan) 0.287903 7
neighborOf(kazakhstan,pakistan) 0.282752 8
neighborOf(russia,pakistan) 0.273150 9
neighborOf(bhutan,pakistan) 0.258722 10
neighborOf(tanzania,palau) 0.202420 1
neighborOf(south_sudan,palau) 0.201247 2
neighborOf(iran,palau) 0.184863 3
neighborOf(central_african_republic,palau) 0.165323 4
neighborOf(uganda,palau) 0.160191 5
neighborOf(chad,palau) 0.158079 6
neighborOf(panama,palau) 0.156274 7
neighborOf(saudi_arabia,palau) 0.155473 8
neighborOf(dr_congo,palau) 0.154800 9
neighborOf(south_africa,palau) 0.152793 10
neighborOf(syria,palestine) 0.392783 4
neighborOf(lebanon,palestine) 0.361979 5
neighborOf(turkey,palestine) 0.292394 6
neighborOf(russia,palestine) 0.276976 7
neighborOf(iraq,palestine) 0.258395 8
neighborOf(nigeria,palestine) 0.248323 9
neighborOf(china,palestine) 0.239912 10
neighborOf(china,panama) 0.238353 3
neighborOf(belgium,panama) 0.201633 4
neighborOf(honduras,panama) 0.196979 5
neighborOf(ivory_coast,panama) 0.191429 6
neighborOf(suriname,panama) 0.174927 7
neighborOf(brazil,panama) 0.171565 8
neighborOf(guinea,panama) 0.170115 9
neighborOf(russia,panama) 0.168374 10
neighborOf(ukraine,papua_new_guinea) 0.141313 2
neighborOf(austria,papua_new_guinea) 0.135927 3
neighborOf(turkey,papua_new_guinea) 0.123955 4
neighborOf(bulgaria,papua_new_guinea) 0.122551 5
neighborOf(germany,papua_new_guinea) 0.115681 6
neighborOf(romania,papua_new_guinea) 0.111802 7
neighborOf(iran,papua_new_guinea) 0.111418 8
neighborOf(czechia,papua_new_guinea) 0.110988 9
neighborOf(france,papua_new_guinea) 0.110769 10
neighborOf(peru,paraguay) 0.380257 4
neighborOf(colombia,paraguay) 0.295143 5
neighborOf(chile,paraguay) 0.274537 6
neighborOf(france,paraguay) 0.237736 7
neighborOf(uruguay,paraguay) 0.232699 8
neighborOf(russia,paraguay) 0.217362 9
neighborOf(kyrgyzstan,paraguay) 0.217195 10
neighborOf(argentina,peru) 0.405864 6
neighborOf(paraguay,peru) 0.371944 7
neighborOf(uruguay,peru) 0.325421 8
neighborOf(venezuela,peru) 0.294720 9
neighborOf(mauritania,peru) 0.242484 10
neighborOf(china,philippines) 0.291211 1
neighborOf(mongolia,philippines) 0.192734 2
neighborOf(albania,philippines) 0.182791 3
neighborOf(georgia,philippines) 0.173215 4
neighborOf(turkey,philippines) 0.150797 5
neighborOf(russia,philippines) 0.141464 6
neighborOf(azerbaijan,philippines) 0.139768 7
neighborOf(syria,philippines) 0.139652 8
neighborOf(south_africa,philippines) 0.139393 9
neighborOf(north_korea,philippines) 0.138455 10
neighborOf(france,pitcairn_islands) 0.183096 1
neighborOf(austria,pitcairn_islands) 0.176105 2
neighborOf(luxembourg,pitcairn_islands) 0.141556 3
neighborOf(iran,pitcairn_islands) 0.139592 4
neighborOf(chad,pitcairn_islands) 0.132719 5
neighborOf(china,pitcairn_islands) 0.125698 6
neighborOf(myanmar,pitcairn_islands) 0.125196 7
neighborOf(germany,pitcairn_islands) 0.124625 8
neighborOf(india,pitcairn_islands) 0.117925 9
neighborOf(poland,pitcairn_islands) 0.116584 10
neighborOf(romania,poland) 0.366041 8
neighborOf(austria,poland) 0.364134 9
neighborOf(latvia,poland) 0.338312 10
neighborOf(france,portugal) 0.226840 2
neighborOf(china,portugal) 0.222027 3
neighborOf(algeria,portugal) 0.199700 4
neighborOf(italy,portugal) 0.189632 5
neighborOf(nigeria,portugal) 0.177314 6
neighborOf(chad,portugal) 0.174191 7
neighborOf(palestine,portugal) 0.169203 8
neighborOf(brazil,portugal) 0.167953 9
neighborOf(india,portugal) 0.162802 10
neighborOf(kosovo,puerto_rico) 0.161623 1
neighborOf(pakistan,puerto_rico) 0.138707 2
neighborOf(russia,puerto_rico) 0.130826 3
neighborOf(brazil,puerto_rico) 0.129671 4
neighborOf(ukraine,puerto_rico) 0.129350 5
neighborOf(ivory_coast,puerto_rico) 0.123516 6
neighborOf(uganda,puerto_rico) 0.117514 7
neighborOf(iraq,puerto_rico) 0.116006 8
neighborOf(argentina,puerto_rico) 0.115372 9
neighborOf(poland,puerto_rico) 0.113499 10
neighborOf(turkey,qatar) 0.203990 2
neighborOf(azerbaijan,qatar) 0.189908 3
neighborOf(syria,qatar) 0.189365 4
neighborOf(oman,qatar) 0.177248 5
neighborOf(iraq,qatar) 0.170977 6
neighborOf(china,qatar) 0.149084 7
neighborOf(armenia,qatar) 0.146056 8
neighborOf(georgia,qatar) 0.145522 9
neighborOf(spain,qatar) 0.138485 10
neighborOf(chad,republic_of_the_congo) 0.393191 6
neighborOf(south_sudan,republic_of_the_congo) 0.359785 7
neighborOf(tanzania,republic_of_the_congo) 0.348516 8
neighborOf(zambia,republic_of_the_congo) 0.344554 9
neighborOf(equatorial_guinea,republic_of_the_congo) 0.288931 10
neighborOf(niger,reunion) 0.194684 1
neighborOf(sudan,reunion) 0.193775 2
neighborOf(zambia,reunion) 0.171052 3
neighborOf(south_sudan,reunion) 0.169513 4
neighborOf(south_africa,reunion) 0.164748 5
neighborOf(kenya,reunion) 0.161985 6
neighborOf(mozambique,reunion) 0.156188 7
neighborOf(benin,reunion) 0.147882 8
neighborOf(tanzania,reunion) 0.146876 9
neighborOf(mali,reunion) 0.144822 10
neighborOf(poland,romania) 0.363557 6
neighborOf(croatia,romania) 0.345937 7
neighborOf(macedonia,romania) 0.345839 8
neighborOf(slovakia,romania) 0.334727 9
neighborOf(albania,romania) 0.323446 10
neighborOf(south_sudan,rwanda) 0.324980 5
neighborOf(angola,rwanda) 0.310355 6
neighborOf(zambia,rwanda) 0.304367 7
neighborOf(kenya,rwanda) 0.303752 8
neighborOf(malawi,rwanda) 0.290033 9
neighborOf(central_african_republic,rwanda) 0.271496 10
neighborOf(argentina,saint_barthelemy) 0.140278 1
neighborOf(dr_congo,saint_barthelemy) 0.134136 2
neighborOf(mali,saint_barthelemy) 0.128824 3
neighborOf(niger,saint_barthelemy) 0.124198 4
neighborOf(uganda,saint_barthelemy) 0.123882 5
neighborOf(ivory_coast,saint_barthelemy) 0.122467 6
neighborOf(bolivia,saint_barthelemy) 0.113090 7
neighborOf(dominican_republic,saint_barthelemy) 0.108431 8
neighborOf(brazil,saint_barthelemy) 0.105640 9
neighborOf(somalia,saint_barthelemy) 0.104722 10
neighborOf(china,saint_kitts_and_nevis) 0.162809 1
neighborOf(pakistan,saint_kitts_and_nevis) 0.153341 2
neighborOf(nigeria,saint_kitts_and_nevis) 0.144383 3
neighborOf(russia,saint_kitts_and_nevis) 0.133913 4
neighborOf(hungary,saint_kitts_and_nevis) 0.133452 5
neighborOf(kosovo,saint_kitts_and_nevis) 0.128310 6
neighborOf(bhutan,saint_kitts_and_nevis) 0.121613 7
neighborOf(dominican_republic,saint_kitts_and_nevis) 0.120801 8
neighborOf(france,saint_kitts_and_nevis) 0.117032 9
neighborOf(dr_congo,saint_kitts_and_nevis) 0.115606 10
neighborOf(turkey,saint_lucia) 0.184211 1
neighborOf(argentina,saint_lucia) 0.169767 2
neighborOf(bolivia,saint_lucia) 0.167297 3
neighborOf(kazakhstan,saint_lucia) 0.165107 4
neighborOf(brazil,saint_lucia) 0.163653 5
neighborOf(peru,saint_lucia) 0.144164 6
neighborOf(slovenia,saint_lucia) 0.140832 7
neighborOf(ivory_coast,saint_lucia) 0.138494 8
neighborOf(afghanistan,saint_lucia) 0.138482 9
neighborOf(russia,saint_lucia) 0.137735 10
neighborOf(russia,saint_martin) 0.207522 2
neighborOf(germany,saint_martin) 0.185221 3
neighborOf(brazil,saint_martin) 0.179629 4
neighborOf(poland,saint_martin) 0.161909 5
neighborOf(ukraine,saint_martin) 0.157272 6
neighborOf(bolivia,saint_martin) 0.149044 7
neighborOf(argentina,saint_martin) 0.140114 8
neighborOf(armenia,saint_martin) 0.138914 9
neighborOf(niger,saint_martin) 0.136374 10
neighborOf(turkey,saint_pierre_and_miquelon) 0.195584 1
neighborOf(russia,saint_pierre_and_miquelon) 0.190693 2
neighborOf(china,saint_pierre_and_miquelon) 0.178359 3
neighborOf(hungary,saint_pierre_and_miquelon) 0.154789 4
neighborOf(iraq,saint_pierre_and_miquelon) 0.149846 5
neighborOf(kosovo,saint_pierre_and_miquelon) 0.145479 6
neighborOf(myanmar,saint_pierre_and_miquelon) 0.144201 7
neighborOf(albania,saint_pierre_and_miquelon) 0.142457 8
neighborOf(saudi_arabia,saint_pierre_and_miquelon) 0.142121 9
neighborOf(sri_lanka,saint_pierre_and_miquelon) 0.139630 10
neighborOf(belarus,saint_vincent_and_the_grenadines) 0.175339 1
neighborOf(burkina_faso,saint_vincent_and_the_grenadines) 0.172453 2
neighborOf(niger,saint_vincent_and_the_grenadines) 0.162463 3
neighborOf(latvia,saint_vincent_and_the_grenadines) 0.153362 4
neighborOf(nigeria,saint_vincent_and_the_grenadines) 0.149929 5
neighborOf(poland,saint_vincent_and_the_grenadines) 0.148399 6
neighborOf(ivory_coast,saint_vincent_and_the_grenadines) 0.139250 7
neighborOf(ukraine,saint_vincent_and_the_grenadines) 0.138665 8
neighborOf(italy,saint_vincent_and_the_grenadines) 0.137000 9
neighborOf(russia,saint_vincent_and_the_grenadines) 0.135818 10
neighborOf(central_african_republic,samoa) 0.169459 1
neighborOf(chad,samoa) 0.139119 2
neighborOf(afghanistan,samoa) 0.136812 3
neighborOf(dr_congo,samoa) 0.130529 4
neighborOf(germany,samoa) 0.130222 5
neighborOf(iran,samoa) 0.129858 6
neighborOf(czechia,samoa) 0.129543 7
neighborOf(republic_of_the_congo,samoa) 0.128114 8
neighborOf(burkina_faso,samoa) 0.127478 9
neighborOf(ivory_coast,samoa) 0.121872 10
neighborOf(austria,san_marino) 0.235007 2
neighborOf(hungary,san_marino) 0.211102 3
neighborOf(france,san_marino) 0.191115 4
neighborOf(ukraine,san_marino) 0.182503 5
neighborOf(germany,san_marino) 0.181682 6
neighborOf(russia,san_marino) 0.172242 7
neighborOf(croatia,san_marino) 0.168218 8
neighborOf(switzerland,san_marino) 0.166122 9
neighborOf(belarus,san_marino) 0.154753 10
neighborOf(cameroon,sao_tome_and_principe) 0.231415 1
neighborOf(serbia,sao_tome_and_principe) 0.211101 2
neighborOf(south_sudan,sao_tome_and_principe) 0.210774 3
neighborOf(ukraine,sao_tome_and_principe) 0.202089 4
neighborOf(mozambique,sao_tome_and_principe) 0.193451 5
neighborOf(tanzania,sao_tome_and_principe) 0.192651 6
neighborOf(bulgaria,sao_tome_and_principe) 0.181505 7
neighborOf(romania,sao_tome_and_principe) 0.180277 8
neighborOf(zambia,sao_tome_and_principe) 0.180041 9
neighborOf(dr_congo,sao_tome_and_principe) 0.175493 10
neighborOf(iran,saudi_arabia) 0.333332 8
neighborOf(syria,saudi_arabia) 0.318003 9
neighborOf(turkey,saudi_arabia) 0.315260 10
neighborOf(niger,senegal) 0.385631 6
neighborOf(ivory_coast,senegal) 0.338339 7
neighborOf(algeria,senegal) 0.324903 8
neighborOf(liberia,senegal) 0.315502 9
neighborOf(burkina_faso,senegal) 0.310085 10
neighborOf(greece,serbia) 0.349636 9
neighborOf(albania,serbia) 0.348514 10
neighborOf(zambia,seychelles) 0.266808 1
neighborOf(mozambique,seychelles) 0.231894 2
neighborOf(tanzania,seychelles) 0.215350 3
neighborOf(central_african_republic,seychelles) 0.214325 4
neighborOf(uganda,seychelles) 0.206170 5
neighborOf(dr_congo,seychelles) 0.194980 6
neighborOf(republic_of_the_congo,seychelles) 0.186440 7
neighborOf(rwanda,seychelles) 0.180242 8
neighborOf(cameroon,seychelles) 0.179061 9
neighborOf(south_sudan,seychelles) 0.173373 10
neighborOf(mali,sierra_leone) 0.193945 3
neighborOf(niger,sierra_leone) 0.180518 4
neighborOf(senegal,sierra_leone) 0.175437 5
neighborOf(algeria,sierra_leone) 0.169588 6
neighborOf(burkina_faso,sierra_leone) 0.168985 7
neighborOf(mauritania,sierra_leone) 0.164493 8
neighborOf(montenegro,sierra_leone) 0.153519 9
neighborOf(chad,sierra_leone) 0.152041 10
neighborOf(china,singapore) 0.179028 1
neighborOf(south_sudan,singapore) 0.121424 2
neighborOf(dr_congo,singapore) 0.120951 3
neighborOf(colombia,singapore) 0.116049 4
neighborOf(laos,singapore) 0.113780 5
neighborOf(romania,singapore) 0.112923 6
neighborOf(uruguay,singapore) 0.107971 7
neighborOf(namibia,singapore) 0.107726 8
neighborOf(zambia,singapore) 0.106731 9
neighborOf(cameroon,singapore) 0.105816 10
neighborOf(russia,sint_maarten) 0.215688 2
neighborOf(argentina,sint_maarten) 0.153997 3
neighborOf(turkey,sint_maarten) 0.153309 4
neighborOf(germany,sint_maarten) 0.150569 5
neighborOf(uganda,sint_maarten) 0.141999 6
neighborOf(poland,sint_maarten) 0.140007 7
neighborOf(czechia,sint_maarten) 0.137525 8
neighborOf(belarus,sint_maarten) 0.135871 9
neighborOf(kazakhstan,sint_maarten) 0.135688 10
neighborOf(moldova,slovakia) 0.356597 6
neighborOf(italy,slovakia) 0.345266 7
neighborOf(germany,slovakia) 0.344524 8
neighborOf(romania,slovakia) 0.334668 9
neighborOf(belarus,slovakia) 0.293205 10
neighborOf(albania,slovenia) 0.259293 5
neighborOf(switzerland,slovenia) 0.255180 6
neighborOf(turkey,slovenia) 0.252904 7
neighborOf(ukraine,slovenia) 0.252648 8
neighborOf(slovakia,slovenia) 0.251976 9
neighborOf(serbia,slovenia) 0.242396 10
neighborOf(afghanistan,solomon_islands) 0.123858 1
neighborOf(central_african_republic,solomon_islands) 0.122530 2
neighborOf(kazakhstan,solomon_islands) 0.118244 3
neighborOf(chad,solomon_islands) 0.117048 4
neighborOf(namibia,solomon_islands) 0.116380 5
neighborOf(china,solomon_islands) 0.112015 6
neighborOf(zambia,solomon_islands) 0.109550 7
neighborOf(mozambique,solomon_islands) 0.108964 8
neighborOf(pakistan,solomon_islands) 0.104528 9
neighborOf(botswana,solomon_islands) 0.104261 10
neighborOf(dr_congo,somalia) 0.349842 4
neighborOf(south_sudan,somalia) 0.307936 5
neighborOf(sudan,somalia) 0.260696 6
neighborOf(tanzania,somalia) 0.256209 7
neighborOf(eritrea,somalia) 0.219822 8
neighborOf(zambia,somalia) 0.215063 9
neighborOf(rwanda,somalia) 0.210525 10
neighborOf(zambia,south_africa) 0.412631 7
neighborOf(tanzania,south_africa) 0.310122 8
neighborOf(malawi,south_africa) 0.305955 9
neighborOf(dr_congo,south_africa) 0.280979 10
neighborOf(kazakhstan,south_georgia) 0.205954 1
neighborOf(russia,south_georgia) 0.194212 2
neighborOf(afghanistan,south_georgia) 0.163694 3
neighborOf(uzbekistan,south_georgia) 0.161017 4
neighborOf(uruguay,south_georgia) 0.158269 5
neighborOf(serbia,south_georgia) 0.155958 6
neighborOf(azerbaijan,south_georgia) 0.155406 7
neighborOf(bolivia,south_georgia) 0.153524 8
neighborOf(turkmenistan,south_georgia) 0.149487 9
neighborOf(iran,south_georgia) 0.149468 10
neighborOf(russia,south_korea) 0.169990 2
neighborOf(israel,south_korea) 0.158187 3
neighborOf(turkey,south_korea) 0.147607 4
neighborOf(iraq,south_korea) 0.143474 5
neighborOf(czechia,south_korea) 0.139333 6
neighborOf(brazil,south_korea) 0.136382 7
neighborOf(lithuania,south_korea) 0.135212 8
neighborOf(bhutan,south_korea) 0.135061 9
neighborOf(mongolia,south_korea) 0.131610 10
neighborOf(zambia,south_sudan) 0.467824 8
neighborOf(republic_of_the_congo,south_sudan) 0.357025 9
neighborOf(tanzania,south_sudan) 0.349679 10
neighborOf(china,spain) 0.267582 6
neighborOf(belgium,spain) 0.233562 7
neighborOf(germany,spain) 0.223628 8
neighborOf(niger,spain) 0.219682 9
neighborOf(iran,spain) 0.211671 10
neighborOf(china,sri_lanka) 0.155069 2
neighborOf(myanmar,sri_lanka) 0.150677 3
neighborOf(russia,sri_lanka) 0.146829 4
neighborOf(laos,sri_lanka) 0.140636 5
neighborOf(saint_pierre_and_miquelon,sri_lanka) 0.137076 6
neighborOf(south_sudan,sri_lanka) 0.125802 7
neighborOf(armenia,sri_lanka) 0.121051 8
neighborOf(mongolia,sri_lanka) 0.119585 9
neighborOf(iran,sri_lanka) 0.115593 10
neighborOf(algeria,sudan) 0.365120 8
neighborOf(niger,sudan) 0.315249 9
neighborOf(tunisia,sudan) 0.296929 10
neighborOf(russia,suriname) 0.277113 4
neighborOf(argentina,suriname) 0.277095 5
neighborOf(bolivia,suriname) 0.246300 6
neighborOf(central_african_republic,suriname) 0.218559 7
neighborOf(paraguay,suriname) 0.217161 8
neighborOf(peru,suriname) 0.211714 9
neighborOf(germany,suriname) 0.207862 10
neighborOf(russia,svalbard_and_jan_mayen) 0.198488 1
neighborOf(estonia,svalbard_and_jan_mayen) 0.177171 2
neighborOf(equatorial_guinea,svalbard_and_jan_mayen) 0.156691 3
neighborOf(latvia,svalbard_and_jan_mayen) 0.155464 4
neighborOf(central_african_republic,svalbard_and_jan_mayen) 0.148115 5
neighborOf(india,svalbard_and_jan_mayen) 0.146282 6
neighborOf(iraq,svalbard_and_jan_mayen) 0.141382 7
neighborOf(libya,svalbard_and_jan_mayen) 0.139330 8
neighborOf(lithuania,svalbard_and_jan_mayen) 0.136502 9
neighborOf(belarus,svalbard_and_jan_mayen) 0.135930 10
neighborOf(zambia,swaziland) 0.287929 3
neighborOf(lithuania,swaziland) 0.231759 4
neighborOf(russia,swaziland) 0.226871 5
neighborOf(latvia,swaziland) 0.223990 6
neighborOf(china,swaziland) 0.198302 7
neighborOf(india,swaziland) 0.194576 8
neighborOf(botswana,swaziland) 0.184375 9
neighborOf(kazakhstan,swaziland) 0.183864 10
neighborOf(russia,sweden) 0.259953 3
neighborOf(estonia,sweden) 0.257250 4
neighborOf(ukraine,sweden) 0.212807 5
neighborOf(latvia,sweden) 0.179149 6
neighborOf(lithuania,sweden) 0.175822 7
neighborOf(poland,sweden) 0.173958 8
neighborOf(china,sweden) 0.170976 9
neighborOf(belarus,sweden) 0.152679 10
neighborOf(belgium,switzerland) 0.325410 6
neighborOf(china,switzerland) 0.305200 7
neighborOf(czechia,switzerland) 0.301671 8
neighborOf(poland,switzerland) 0.286782 9
neighborOf(slovakia,switzerland) 0.266863 10
neighborOf(palestine,syria) 0.404936 6
neighborOf(iran,syria) 0.355482 7
neighborOf(armenia,syria) 0.333569 8
neighborOf(georgia,syria) 0.328816 9
neighborOf(saudi_arabia,syria) 0.325619 10
neighborOf(french_guiana,taiwan) 0.202821 1
neighborOf(brazil,taiwan) 0.186497 2
neighborOf(china,taiwan) 0.180949 3
neighborOf(germany,taiwan) 0.144011 4
neighborOf(afghanistan,taiwan) 0.134431 5
neighborOf(south_sudan,taiwan) 0.132879 6
neighborOf(serbia,taiwan) 0.127966 7
neighborOf(algeria,taiwan) 0.127624 8
neighborOf(laos,taiwan) 0.126649 9
neighborOf(romania,taiwan) 0.126100 10
neighborOf(kazakhstan,tajikistan) 0.418504 5
neighborOf(iran,tajikistan) 0.336288 6
neighborOf(pakistan,tajikistan) 0.297415 7
neighborOf(turkmenistan,tajikistan) 0.286517 8
neighborOf(myanmar,tajikistan) 0.273215 9
neighborOf(russia,tajikistan) 0.262106 10
neighborOf(south_sudan,tanzania) 0.355528 9
neighborOf(republic_of_the_congo,tanzania) 0.355131 10
neighborOf(china,thailand) 0.383557 5
neighborOf(india,thailand) 0.279483 6
neighborOf(vietnam,thailand) 0.265240 7
neighborOf(russia,thailand) 0.222959 8
neighborOf(france,thailand) 0.213523 9
neighborOf(afghanistan,thailand) 0.194083 10
neighborOf(turkey,timor_leste) 0.092940 2
neighborOf(ethiopia,timor_leste) 0.091262 3
neighborOf(china,timor_leste) 0.090666 4
neighborOf(thailand,timor_leste) 0.090604 5
neighborOf(swaziland,timor_leste) 0.088852 6
neighborOf(ukraine,timor_leste) 0.078944 7
neighborOf(iran,timor_leste) 0.077529 8
neighborOf(switzerland,timor_leste) 0.077414 9
neighborOf(kenya,timor_leste) 0.076483 10
neighborOf(niger,togo) 0.304888 4
neighborOf(mali,togo) 0.288191 5
neighborOf(ivory_coast,togo) 0.270651 6
neighborOf(guinea,togo) 0.245866 7
neighborOf(senegal,togo) 0.209481 8
neighborOf(chad,togo) 0.205983 9
neighborOf(mozambique,togo) 0.184982 10
neighborOf(south_sudan,tokelau) 0.149694 1
neighborOf(france,tokelau) 0.129207 2
neighborOf(dr_congo,tokelau) 0.127771 3
neighborOf(germany,tokelau) 0.125238 4
neighborOf(chad,tokelau) 0.120819 5
neighborOf(central_african_republic,tokelau) 0.117500 6
neighborOf(pakistan,tokelau) 0.117263 7
neighborOf(china,tokelau) 0.116131 8
neighborOf(liberia,tokelau) 0.115324 9
neighborOf(austria,tokelau) 0.112141 10
neighborOf(dr_congo,tonga) 0.159797 1
neighborOf(tanzania,tonga) 0.155353 2
neighborOf(andorra,tonga) 0.145876 3
neighborOf(germany,tonga) 0.131604 4
neighborOf(iran,tonga) 0.128018 5
neighborOf(south_sudan,tonga) 0.122304 6
neighborOf(ethiopia,tonga) 0.120553 7
neighborOf(angola,tonga) 0.120195 8
neighborOf(france,tonga) 0.119718 9
neighborOf(falkland_islands,tonga) 0.118929 10
neighborOf(poland,trinidad_and_tobago) 0.144954 1
neighborOf(dominican_republic,trinidad_and_tobago) 0.140892 2
neighborOf(russia,trinidad_and_tobago) 0.136939 3
neighborOf(argentina,trinidad_and_tobago) 0.135235 4
neighborOf(zambia,trinidad_and_tobago) 0.131810 5
neighborOf(colombia,trinidad_and_tobago) 0.127368 6
neighborOf(ukraine,trinidad_and_tobago) 0.126863 7
neighborOf(italy,trinidad_and_tobago) 0.126686 8
neighborOf(paraguay,trinidad_and_tobago) 0.126611 9
neighborOf(brazil,trinidad_and_tobago) 0.125631 10
neighborOf(niger,tunisia) 0.317031 3
neighborOf(sudan,tunisia) 0.299164 4
neighborOf(mali,tunisia) 0.284237 5
neighborOf(chad,tunisia) 0.271422 6
neighborOf(central_african_republic,tunisia) 0.233264 7
neighborOf(mauritania,tunisia) 0.211768 8
neighborOf(western_sahara,tunisia) 0.209350 9
neighborOf(peru,tunisia) 0.208861 10
neighborOf(jordan,turkey) 0.419174 9
neighborOf(israel,turkey) 0.362366 10
neighborOf(tajikistan,turkmenistan) 0.283912 5
neighborOf(china,turkmenistan) 0.279954 6
